"geneID"	"percentMeth"
"g1"	0
"g100"	0
"g1000"	6.024096
"g10000"	0.253715
"g10001"	0.472441
"g10002"	3.247184
"g10007"	0.6113625
"g10008"	0
"g10009"	0.803958
"g1001"	0.1635325
"g10012"	0
"g10013"	0
"g10014"	0
"g10016"	0
"g10019"	0
"g1002"	0
"g10020"	0
"g10021"	0.36378
"g10022"	0
"g10023"	0
"g10025"	1.215805
"g1003"	0
"g10031"	0
"g10032"	18.443299
"g10036"	20
"g10038"	2.8858015
"g1004"	0
"g10040"	7.142857
"g10041"	20
"g10042"	0
"g10048"	1.145173
"g10049"	0.264296
"g1005"	0
"g10050"	0
"g10051"	0
"g10053"	0
"g10056"	0.9758185
"g10057"	14.285714
"g10058"	0.445848
"g10059"	0.345745
"g1006"	0
"g10064"	0
"g10065"	25
"g10066"	0.4986185
"g10067"	0.390498
"g10069"	0
"g1007"	3.320802
"g10070"	0
"g10071"	0
"g10072"	2.4902095
"g10073"	0.400006
"g10074"	0
"g10075"	0
"g10076"	0
"g10077"	40.9857145
"g10079"	0.3975555
"g10080"	0
"g10081"	0
"g10082"	0.4995595
"g10085"	0
"g10086"	0.264725
"g10087"	0
"g10089"	0.381679
"g1009"	0
"g10090"	0.143267
"g10091"	0.380228
"g10093"	0
"g10094"	0
"g10095"	0.966702
"g10098"	0
"g10099"	0.436001
"g101"	0
"g1010"	0
"g10100"	0.380228
"g10101"	0.186916
"g10102"	0.507614
"g10103"	0
"g10106"	0
"g10107"	0
"g1011"	0.3789675
"g10112"	0
"g10113"	0.308642
"g10115"	97.222222
"g10117"	0.148588
"g10118"	0
"g10119"	0
"g1012"	0.28125
"g10120"	0
"g10125"	33.333333
"g10126"	0
"g10127"	0
"g10128"	0.237208
"g1013"	0
"g10131"	0
"g10132"	0.134973
"g10134"	0
"g10135"	0.4210545
"g10137"	0
"g10138"	0.351071
"g10139"	0
"g10140"	4.4
"g10145"	0
"g10148"	0
"g10149"	0
"g10150"	0
"g10151"	0
"g10152"	0.3919375
"g10153"	100
"g10154"	0.471514
"g10155"	0.214133
"g1016"	0
"g10161"	0.274725
"g10162"	4.046243
"g10163"	0.8384145
"g10165"	0
"g10169"	0
"g1017"	0.218818
"g10170"	0
"g10171"	0.4039045
"g10172"	0
"g10173"	0.235294
"g10176"	0.5882535
"g10177"	0
"g1018"	0
"g10180"	0.439883
"g10184"	2.857143
"g10186"	0.091241
"g10187"	0.5043595
"g10189"	0.576037
"g1019"	0
"g10190"	0.492611
"g10191"	0
"g10193"	0.4234315
"g10194"	0
"g10195"	0.250417
"g10196"	0
"g10197"	0.364964
"g10199"	0
"g1020"	0
"g10200"	0
"g10202"	0
"g10203"	0
"g10204"	0
"g10205"	0
"g10206"	0.446141
"g10207"	0
"g10209"	0.367309
"g1021"	0
"g10210"	0.504541
"g10211"	16.666667
"g10213"	0.456924
"g10214"	0
"g10219"	33.333333
"g1022"	0
"g10222"	0
"g10226"	0
"g10228"	83.333333
"g10229"	0.5185185
"g1023"	0.26126
"g10230"	0.458716
"g10231"	92.824074
"g10232"	0
"g10233"	35.173378
"g10234"	0
"g10235"	0
"g10236"	0
"g10237"	0
"g10239"	0.967262
"g1024"	0.3527775
"g10241"	0.719942
"g10242"	0.442968
"g10243"	0
"g10246"	0.687285
"g10254"	0.442234
"g10255"	0
"g10257"	0
"g10258"	0
"g1026"	0.920119
"g10260"	0.337838
"g10261"	0.30303
"g10262"	0.678761
"g10263"	0
"g10264"	1.123596
"g10265"	0.336323
"g10266"	0.320917
"g10267"	0
"g10268"	4.247104
"g1027"	0.29347
"g10270"	0
"g10271"	0.340909
"g10272"	0
"g10273"	0.469484
"g10275"	0.984449
"g10277"	0.350877
"g10279"	100
"g10281"	0
"g10282"	0
"g10286"	35
"g10287"	72.60274
"g10288"	0
"g1029"	0
"g10290"	0
"g10291"	0
"g10293"	0.2148995
"g10294"	0
"g10295"	0
"g10296"	0.254669
"g10298"	0.600662
"g10299"	0.531511
"g103"	95.714286
"g1030"	0
"g10302"	0.40817
"g10304"	0.153022
"g10305"	0.373697
"g10306"	0.416565
"g10307"	0
"g10308"	80.357143
"g10309"	0
"g1031"	0.327333
"g10318"	0.2068255
"g10319"	100
"g10322"	0
"g10325"	12.5
"g10327"	100
"g10328"	0.610465
"g10329"	0.220103
"g1033"	0
"g10330"	0
"g10332"	0.771208
"g10334"	1.3554255
"g10335"	0.0716845
"g1034"	0
"g10342"	0.399442
"g10349"	0
"g1035"	0
"g10350"	0.441892
"g10351"	80
"g10355"	0
"g10357"	0
"g10358"	33.333333
"g1036"	0.36766
"g10360"	0
"g10361"	0
"g10362"	0
"g10364"	0
"g10365"	100
"g10368"	0
"g10370"	0
"g10373"	0
"g10374"	0.5714475
"g10375"	0.683375
"g10376"	0.8412145
"g10377"	0
"g10385"	0
"g10392"	100
"g10395"	0
"g10397"	0.7341105
"g10400"	0
"g10401"	0.478469
"g10402"	0
"g10404"	0
"g1041"	0.4996435
"g10410"	0
"g10411"	0
"g10412"	0
"g10416"	0.341653
"g10417"	0
"g1042"	0
"g10420"	0.369458
"g10421"	0.782123
"g10422"	0.55404
"g10423"	71.428571
"g10425"	0
"g10426"	0
"g10427"	0
"g10428"	0
"g10429"	0
"g10430"	0.165877
"g10431"	0
"g10432"	0.4464285
"g10433"	0
"g10434"	0
"g10435"	0.4859285
"g10439"	0
"g1044"	0.1154735
"g10442"	0.307692
"g10443"	0.373134
"g10445"	0.3496505
"g10446"	0.535868
"g10447"	0.822562
"g10448"	0
"g10449"	0.113379
"g10451"	0.247832
"g10452"	0.416089
"g10453"	0.3884635
"g10454"	0
"g10455"	0
"g10456"	0.231303
"g10457"	7.692308
"g10458"	0
"g10459"	0.634741
"g10460"	0.3215435
"g10461"	1.113133
"g10464"	10.5555555
"g10465"	0
"g10466"	0
"g10467"	0
"g10468"	0
"g1047"	0
"g10472"	0
"g10473"	0.507205
"g10475"	0.378316
"g10479"	0
"g1048"	0
"g10482"	0.582192
"g10483"	0
"g10484"	0.4854485
"g10485"	0
"g10489"	0
"g10491"	0
"g10494"	0
"g10495"	1.360544
"g10497"	100
"g10498"	0.442478
"g105"	1.40625
"g1050"	0
"g10502"	0.865351
"g10504"	0
"g10505"	0.282087
"g10506"	0.477982
"g10507"	0.532973
"g1051"	0.421941
"g10514"	1.363252
"g10515"	0
"g10516"	0.385356
"g10517"	0
"g10520"	100
"g10522"	0
"g10524"	0
"g10526"	0
"g10527"	0
"g1053"	0
"g10530"	0
"g10531"	0.3687365
"g10532"	0.491803
"g10534"	0.285831
"g10535"	0
"g10536"	47.142857
"g10537"	0
"g10538"	0
"g10539"	0.549786
"g1054"	100
"g10540"	0
"g10541"	0
"g10545"	0
"g10546"	0.826446
"g1055"	11.330049
"g10553"	0.632911
"g10555"	0
"g10558"	0
"g10559"	0.5758065
"g1056"	0
"g10560"	0
"g10561"	0
"g10562"	0
"g10567"	0
"g10568"	0.566786
"g10574"	0
"g10576"	0
"g10577"	0
"g10580"	0.185185
"g10581"	0.055866
"g10582"	0.438605
"g10583"	0.477141
"g10584"	0.358663
"g10585"	0
"g10588"	0.730816
"g10593"	0.26178
"g10595"	2.912056
"g10597"	0
"g10599"	0
"g1060"	0.395604
"g10600"	0.328803
"g10601"	3.188406
"g10602"	0.3262895
"g10605"	52.202381
"g10608"	0
"g10614"	0
"g10615"	0.1145435
"g10616"	0
"g10618"	1.456311
"g10619"	0
"g10620"	0
"g10624"	0.310559
