transcript_id,1101,1548,1628
g21532.t1,1,6,15
g21533.t1,16,39,40
g21534.t1,14,24,38
g21535.t1,22,34,42
g21538.t1,2,4,5
MSTRG.8.1,7,28,6
MSTRG.3.1,0,12,0
g21536.t1,43,70,82
g21540.t1,13,8,11
g21539.t1,0,22,23
g21541.t1,13,0,0
g21543.t1,10,14,13
g21544.t1,4,2,2
g21547.t1,1,1,1
g21546.t1,25,6,6
g21549.t1,7,13,25
g21550.t1,17,45,59
MSTRG.11.1,0,50,17
MSTRG.12.1,0,10,3
MSTRG.10.1,18,38,53
g21553.t1,7,16,15
g21554.t1,0,14,12
MSTRG.9.1,5,26,4
g21557.t1,8,8,9
g21556.t1,0,11,0
g21555.t1,42,42,40
g21558.t1,87,214,133
MSTRG.16.1,18,17,15
MSTRG.17.1,15,65,30
MSTRG.14.1,59,129,64
g21559.t1,31,29,35
g21560.t1,71,74,72
MSTRG.20.1,40,78,50
g21562.t1,14,17,32
MSTRG.21.1,8,17,32
g21563.t1,15,21,15
g21564.t1,41,89,65
g21565.t1,16,17,21
g21566.t1,10,24,20
MSTRG.25.1,6,8,11
MSTRG.26.1,45,92,72
g21567.t1,21,32,22
g21568.t1,16,25,15
MSTRG.28.1,441,837,585
MSTRG.32.1,10,12,0
g21573.t1,81,108,122
g21574.t1,80,93,165
g21575.t1,0,0,9
MSTRG.30.1,21,24,7
g21577.t1,22,17,17
g21578.t1,20,10,19
g21579.t1,9,28,15
g21581.t1,14,18,30
MSTRG.35.1,21,41,19
g21580.t1,12,21,17
g21582.t1,6,12,12
MSTRG.37.1,39,53,36
g21584.t1,8,10,9
g21585.t1,15,13,23
g21583.t1,13,19,22
g21587.t1,0,17,13
MSTRG.42.1,13,24,41
MSTRG.41.1,18,10,6
g21588.t1,62,63,101
MSTRG.43.1,3,29,9
g21591.t1,0,0,30
g21590.t1,18,14,16
g21592.t1,45,43,83
g21593.t1,12,10,10
g21594.t1,28,30,52
g21595.t1,93,100,98
g21596.t1,51,52,49
g21597.t1,24,20,30
g21598.t1,11,29,9
g21600.t1,25,0,9
MSTRG.49.1,30,62,20
g21601.t1,400,0,596
g21602.t1,30,0,11
g21603.t1,71,89,83
MSTRG.59.1,5,1,18
g21605.t1,19,26,27
g21606.t1,24,20,30
g21607.t1,77,128,106
g21608.t1,36,59,41
g21609.t1,82,161,136
MSTRG.71.1,40,44,19
MSTRG.60.1,38,21,25
g21612.t1,8,13,24
MSTRG.61.1,5,13,24
g21614.t1,24,23,34
MSTRG.63.1,33,13,73
g21615.t1,15,24,25
g21617.t1,37,31,22
g21619.t1,10,5,7
MSTRG.69.1,60,97,69
MSTRG.68.1,10,6,19
g21620.t1,90,169,139
g21621.t1,22,22,39
MSTRG.73.1,23,8,4
g21624.t1,23,26,29
g21622.t1,39,36,47
g21623.t1,24,27,35
MSTRG.75.1,22,3,5
g21625.t1,53,45,45
MSTRG.77.1,15,3,4
g21626.t1,15,10,24
g21627.t1,10,0,16
MSTRG.80.1,14,6,16
g21629.t1,50,91,90
MSTRG.85.2,0,50,65
g21628.t1,153,263,231
MSTRG.83.1,10,35,21
MSTRG.83.2,9,10,16
g21630.t1,31,33,22
g21631.t1,7,24,14
g21632.t1,6,27,10
MSTRG.90.1,0,21,20
g21633.t1,84,106,101
MSTRG.89.2,156,263,188
g21634.t1,11,28,14
g21637.t1,18,39,21
g21635.t1,59,60,76
MSTRG.88.1,23,11,16
MSTRG.87.2,89,242,106
g21636.t1,29,31,23
g21639.t1,18,15,8
g21638.t1,21,41,39
g21640.t1,9,35,19
g21642.t1,45,65,65
g21641.t1,43,56,56
MSTRG.92.1,33,32,10
g21643.t1,13,25,24
g21646.t1,19,38,12
g21647.t1,28,35,31
g21648.t1,12,21,25
MSTRG.97.2,3,59,18
g21649.t1,11,23,17
MSTRG.96.1,8,18,6
MSTRG.98.1,18,26,12
MSTRG.99.1,29,65,88
MSTRG.98.2,39,105,98
MSTRG.107.2,0,0,26
g21644.t1,63,93,95
g21645.t1,205,415,345
MSTRG.107.1,42,286,115
MSTRG.108.1,7,4,25
MSTRG.109.1,12,23,15
MSTRG.102.1,32,74,100
g21650.t1,31,33,0
g21651.t1,125,109,135
g21652.t1,55,60,67
MSTRG.101.1,18,8,10
g21654.t1,7,21,21
g21653.t1,119,225,163
g21657.t1,20,23,43
g21655.t1,51,81,39
MSTRG.112.2,70,63,46
g21656.t1,30,19,29
MSTRG.113.2,46,0,41
g21658.t1,30,43,44
MSTRG.104.1,0,28,27
g21659.t1,56,143,63
g21660.t1,17,33,50
g21662.t1,0,0,0
g21661.t1,27,33,35
MSTRG.111.1,87,78,95
g21664.t1,15,49,9
g21663.t1,97,100,89
MSTRG.116.1,22,18,9
MSTRG.117.1,36,11,20
g21665.t1,17,43,41
MSTRG.120.1,7,0,17
MSTRG.119.1,15,7,11
g21666.t1,15,44,25
g21667.t1,40,66,95
g21669.t1,0,0,0
g21670.t1,6,16,20
MSTRG.121.1,20,39,46
g21671.t1,24,36,24
g21672.t1,23,34,22
MSTRG.124.1,0,14,14
g21673.t1,16,13,16
g21674.t1,25,50,50
MSTRG.125.2,49,54,81
g21675.t1,21,27,21
MSTRG.129.2,0,0,139
g21677.t1,64,156,105
MSTRG.129.1,146,167,87
MSTRG.130.1,26,27,31
MSTRG.131.1,14,12,21
MSTRG.128.1,396,620,716
g21678.t1,69,91,71
MSTRG.137.1,0,0,1
MSTRG.134.1,0,6,24
g21681.t1,16,19,20
MSTRG.136.1,35,66,39
MSTRG.136.3,29,55,38
MSTRG.136.4,10,44,41
MSTRG.136.5,5,3,1
MSTRG.136.6,2,1,1
MSTRG.138.1,2,1,0
g21682.t1,15,37,11
MSTRG.133.1,32,121,79
MSTRG.133.2,28,76,3
g21684.t1,0,25,9
g21683.t1,46,52,94
MSTRG.135.2,0,0,30
MSTRG.135.1,51,170,45
MSTRG.135.3,32,23,0
g21685.t1,30,71,39
g21687.t1,24,46,22
MSTRG.139.1,16,7,3
g21686.t1,120,194,159
MSTRG.145.1,27,22,34
g21688.t1,63,57,41
MSTRG.143.1,21,47,23
g21689.t1,31,31,36
g21690.t1,18,46,34
g21693.t1,9,11,21
MSTRG.147.1,25,13,8
g21691.t1,17,53,30
g21692.t1,23,40,60
MSTRG.148.1,17,9,14
MSTRG.150.1,24,35,16
MSTRG.151.1,26,29,26
MSTRG.152.1,15,27,25
g21696.t1,134,172,120
g21697.t1,34,45,61
g21698.t1,23,46,25
g21699.t1,15,27,21
g21700.t1,88,125,145
g21701.t1,0,22,15
g21702.t1,90,162,120
MSTRG.169.1,8,23,5
MSTRG.170.1,5,6,18
MSTRG.168.2,10,20,10
MSTRG.157.1,28,13,14
g21703.t1,28,40,38
g21704.t1,215,355,265
MSTRG.159.1,34,12,16
g21705.t1,18,84,48
MSTRG.165.1,21,33,16
MSTRG.166.1,15,30,15
MSTRG.167.1,44,39,25
MSTRG.160.1,48,45,58
g21706.t1,42,62,53
g21707.t1,9,11,9
MSTRG.163.1,17,45,6
g21708.t1,0,0,0
MSTRG.174.1,16,16,11
g21709.t1,49,79,67
g21710.t1,8,0,0
MSTRG.171.1,8,25,10
g21711.t1,10,15,9
MSTRG.180.2,0,0,11
g21713.t1,70,66,97
MSTRG.181.1,33,19,18
MSTRG.180.3,11,0,24
g21714.t1,0,20,0
g21715.t1,88,131,122
MSTRG.177.1,0,2,0
g21716.t1,26,59,40
MSTRG.176.1,94,180,236
g21717.t1,0,0,0
MSTRG.179.1,115,303,246
g21720.t1,13,29,15
g21721.t1,78,122,87
MSTRG.184.1,5,16,22
g21723.t1,3,10,0
g21725.t1,9,20,14
g21726.t1,18,27,30
g21728.t1,24,44,40
MSTRG.185.1,12,27,69
g21729.t1,22,63,49
MSTRG.193.1,0,16,3
g21727.t1,153,208,184
MSTRG.192.2,38,0,53
MSTRG.194.1,24,21,6
g21730.t1,45,55,52
g21731.t1,31,34,47
MSTRG.188.1,18,1,11
MSTRG.191.1,13,17,18
g21732.t1,9,20,22
g21733.t1,34,32,27
g21734.t1,29,45,35
g21735.t1,18,24,7
g21736.t1,20,41,18
g21737.t1,8,0,9
MSTRG.198.1,16,9,10
MSTRG.201.1,9,21,14
g21738.t1,0,0,0
g21739.t1,89,159,107
MSTRG.205.1,21,5,7
MSTRG.206.1,2,28,11
MSTRG.202.1,3,21,9
g21740.t1,18,55,19
MSTRG.203.1,67,170,139
g21742.t1,54,79,48
MSTRG.207.1,14,33,9
g21743.t1,0,39,29
g21744.t1,38,48,35
g21745.t1,29,35,34
g21747.t1,19,54,42
MSTRG.212.1,21,10,13
MSTRG.210.1,20,26,51
MSTRG.214.1,7,22,16
MSTRG.213.1,28,6,9
MSTRG.215.1,46,60,49
g21750.t1,23,31,20
MSTRG.218.1,11,22,39
g21751.t1,32,87,65
MSTRG.222.1,8,35,33
MSTRG.221.2,98,195,105
g21752.t1,51,102,87
g21753.t1,92,132,149
g21762.t1,0,0,14
g21763.t1,94,125,86
MSTRG.232.3,0,0,17
g21755.t1,0,14,35
MSTRG.233.1,0,0,62
MSTRG.233.3,0,86,97
g21756.t1,0,7,32
g21754.t1,127,210,160
MSTRG.232.2,8,0,4
g21761.t1,4,8,20
g21764.t1,0,0,0
MSTRG.223.1,142,183,88
MSTRG.220.1,124,156,89
g21767.t1,1,2,15
MSTRG.225.1,42,36,13
MSTRG.224.1,9,8,16
MSTRG.226.1,20,40,20
g21766.t1,39,63,28
g21769.t1,2,26,29
g21771.t1,7,15,25
g21772.t1,5,14,13
g21773.t1,2,12,23
g21774.t1,3,10,10
g21775.t1,19,52,65
MSTRG.19454.1,25,206,0
g21778.t1,6,4,12
g21777.t1,12,31,34
g21779.t1,7,12,23
g21780.t1,0,6,10
g21781.t1,2,17,12
g21783.t1,11,47,57
g21784.t1,0,0,8
MSTRG.19458.1,25,37,53
MSTRG.19459.1,22,39,24
g21789.t1,0,0,7
g21788.t1,5,36,14
g21790.t1,5,15,13
g21791.t1,15,23,27
g21792.t1,8,9,17
g21793.t1,8,15,8
g21794.t1,1,11,15
g21795.t1,31,21,46
g21797.t1,0,2,0
g21796.t1,9,33,42
g21799.t1,12,50,34
g21808.t1,2,75,114
g21809.t1,9,28,24
g21810.t1,3,11,10
g21811.t1,26,28,28
g21815.t1,3,11,23
g21813.t1,8,3,22
g21814.t1,5,19,24
g21816.t1,3,16,13
g21817.t1,4,7,15
g21825.t1,8,13,12
g21826.t1,14,27,26
g21822.t1,5,16,20
g21823.t1,40,63,90
g21824.t1,18,34,44
g21827.t1,4,13,12
g21828.t1,4,6,13
g21829.t1,3,11,11
g21830.t1,9,16,26
g21831.t1,7,10,10
g21832.t1,7,7,6
g21877.t1,28,38,34
MSTRG.19500.1,29,22,9
g21878.t1,54,92,83
MSTRG.19505.1,3,25,12
g21835.t1,0,16,30
g21846.t1,0,12,14
g21854.t1,0,12,14
g21858.t1,0,14,22
g21862.t1,0,25,19
g21866.t1,0,17,12
MSTRG.19491.1,0,20,22
g21833.t1,10,5,5
MSTRG.19480.1,3,11,19
g21834.t1,7,15,17
g21836.t1,5,11,13
g21837.t1,13,64,44
g21838.t1,26,44,52
g21840.t1,3,10,13
g21842.t1,2,14,16
g21843.t1,17,29,20
g21844.t1,20,16,17
g21845.t1,1,17,18
g21848.t1,26,62,22
g21852.t1,29,40,26
MSTRG.19487.1,18,7,0
g21856.t1,28,32,34
g21857.t1,8,1,15
g21861.t1,15,29,10
g21863.t1,6,4,4
g21864.t1,29,34,22
g21865.t1,15,0,13
g21867.t1,28,58,56
g21868.t1,24,39,47
g21870.t1,28,27,30
MSTRG.19494.1,15,10,5
g21873.t1,10,24,19
MSTRG.19496.1,22,33,45
g21874.t1,5,17,5
g21875.t1,10,17,23
MSTRG.19498.1,9,19,12
g21879.t1,38,66,78
MSTRG.19502.1,10,14,5
g21880.t1,41,88,50
MSTRG.19503.1,23,26,17
g21881.t1,65,55,70
g21882.t1,10,7,18
MSTRG.19508.1,13,17,21
g21885.t1,0,34,23
g21883.t1,0,15,21
g21884.t1,65,92,52
g21886.t1,8,13,15
g21887.t1,20,37,27
g21888.t1,18,24,20
g21889.t1,20,44,33
MSTRG.19512.1,29,20,12
g21892.t1,9,28,22
g21893.t1,33,58,39
g21894.t1,76,123,100
MSTRG.19525.1,14,23,20
MSTRG.19526.1,2,12,21
MSTRG.19527.1,19,39,11
MSTRG.19524.2,3,17,12
MSTRG.19515.1,13,78,32
MSTRG.19514.1,23,73,33
MSTRG.19516.1,9,18,15
g21896.t1,18,40,33
MSTRG.19517.1,19,34,37
MSTRG.19519.1,25,25,8
g21898.t1,53,113,95
g21899.t1,9,13,8
MSTRG.19520.1,8,15,17
MSTRG.19522.1,3,13,17
MSTRG.19523.1,8,29,6
g21900.t1,36,59,49
g21901.t1,167,239,243
g21902.t1,37,50,49
MSTRG.19530.1,67,113,108
g21903.t1,51,60,91
g21904.t1,26,38,17
g21905.t1,15,57,31
g21907.t1,22,30,27
g21908.t1,10,0,38
g21906.t1,82,177,98
MSTRG.19545.2,47,0,0
MSTRG.19545.3,13,39,56
MSTRG.19546.1,25,11,14
MSTRG.19541.2,0,9,12
g21909.t1,25,59,50
MSTRG.19542.1,8,12,0
MSTRG.19542.2,8,8,23
MSTRG.19543.1,26,14,7
MSTRG.19544.1,30,35,11
g21910.t1,44,63,55
g21911.t1,12,26,28
g21912.t1,9,24,15
g21913.t1,28,53,26
g21914.t1,42,73,69
g21915.t1,8,15,21
g21916.t1,55,96,164
MSTRG.19539.1,36,66,13
g21919.t1,2,8,6
MSTRG.19550.1,15,24,17
MSTRG.19550.2,6,4,0
g21921.t1,19,36,58
g21922.t1,8,8,6
MSTRG.19549.1,16,36,12
g21924.t1,36,149,148
MSTRG.19548.1,3,16,11
g21925.t1,26,63,50
g21926.t1,34,142,148
g21927.t1,4,27,36
MSTRG.19551.1,47,110,19
MSTRG.19552.1,150,457,119
g21929.t1,1,16,13
g21930.t1,1,15,18
g21928.t1,11,83,62
g21931.t1,5,22,12
g21936.t1,1,33,13
g21935.t1,5,27,22
g21933.t1,18,87,49
g21934.t1,13,19,23
g21937.t1,16,70,27
g21938.t1,15,47,37
g21939.t1,2,32,45
g21940.t1,16,27,20
MSTRG.19561.1,3,18,23
g21941.t1,19,62,39
g21943.t1,33,72,47
g21944.t1,11,32,11
g21945.t1,15,39,15
g21946.t1,9,32,13
g21947.t1,12,40,28
g21949.t1,5,27,34
MSTRG.19568.1,5,8,1
MSTRG.19568.2,1,0,17
MSTRG.19567.1,31,53,27
MSTRG.19570.1,14,98,74
MSTRG.19571.1,4,33,29
g21950.t1,18,33,21
MSTRG.19569.1,24,46,34
g21951.t1,8,9,9
g21952.t1,8,19,17
g21953.t1,3,20,12
g21956.t1,0,15,4
g21955.t1,10,11,15
g21958.t1,4,5,18
MSTRG.19579.1,8,10,13
g21959.t1,0,19,22
g21964.t1,5,39,23
MSTRG.19572.1,26,10,20
MSTRG.19573.1,156,87,50
MSTRG.19574.1,146,108,117
MSTRG.19575.1,126,511,1170
MSTRG.19575.2,619,1987,1091
MSTRG.19582.1,18,19,14
g21967.t1,5,5,13
MSTRG.19592.1,0,11,16
g21968.t1,0,11,4
g21969.t1,3,42,65
MSTRG.19595.1,14,70,36
MSTRG.19595.2,4,2,32
g21974.t1,5,50,19
g21973.t1,44,83,72
MSTRG.19589.1,11,31,10
g21986.t1,2,5,12
MSTRG.19588.1,9,9,37
g21988.t1,3,24,16
g21987.t1,20,45,30
MSTRG.19590.1,18,17,11
g21989.t1,3,11,11
g21991.t1,0,15,11
g21990.t1,9,19,23
g21992.t1,12,54,34
MSTRG.19598.1,6,60,40
g21993.t1,13,33,23
g21994.t1,21,21,25
g21997.t1,10,21,14
g21995.t1,11,26,19
g21996.t1,34,130,99
g21998.t1,9,15,18
g21999.t1,49,118,70
g22000.t1,30,61,51
g22001.t1,6,30,14
g22003.t1,0,0,0
g22002.t1,11,27,42
MSTRG.19609.1,3,11,0
MSTRG.19610.1,20,19,13
MSTRG.19616.1,11,32,19
g22004.t1,30,72,67
g22005.t1,12,24,10
g22006.t1,7,21,8
g22007.t1,2,11,18
MSTRG.19606.1,274,387,392
g22010.t1,12,0,13
MSTRG.19613.1,0,18,7
g22014.t1,16,57,31
g22016.t1,13,24,25
MSTRG.19615.1,15,43,26
g22017.t1,16,26,13
MSTRG.19621.1,37,73,33
g22018.t1,26,24,18
g22019.t1,12,34,12
g22020.t1,17,54,43
g22022.t1,6,27,12
g22023.t1,6,14,4
MSTRG.19627.1,6,70,22
g22027.t1,17,27,10
g22028.t1,11,12,5
g22029.t1,35,76,56
g22031.t1,3,13,17
