"geneID"	"percentMeth"
"g1"	0
"g100"	0
"g1000"	0
"g10000"	0.921273
"g10001"	0.478469
"g10002"	0.147929
"g10006"	16.6666665
"g10007"	0.531601
"g10008"	0
"g10009"	0
"g1001"	1.030928
"g10012"	0
"g10013"	0
"g10014"	0
"g10016"	0.5516355
"g10017"	0
"g10019"	0
"g1002"	0
"g10020"	0
"g10021"	0.1972385
"g10022"	0
"g10023"	0
"g10024"	8.3333335
"g10025"	0.818834
"g10026"	0
"g10027"	0
"g10028"	0
"g1003"	0
"g10031"	63.3333335
"g10032"	18.3982685
"g10034"	0
"g10038"	0
"g1004"	12.5
"g10042"	0
"g10043"	100
"g10048"	0
"g10049"	0
"g1005"	0
"g10050"	0
"g10051"	0
"g10052"	0
"g10053"	0
"g10056"	4.347826
"g10057"	0
"g10058"	0.2334265
"g10059"	0.2991385
"g1006"	0
"g10062"	50
"g10064"	0
"g10065"	28.571429
"g10066"	0.6429435
"g10067"	0.537634
"g10069"	0
"g1007"	5.463183
"g10070"	0
"g10071"	3.846154
"g10072"	0
"g10073"	0
"g10074"	0
"g10075"	0
"g10076"	0
"g10077"	0
"g10079"	0.196078
"g10080"	4.761905
"g10081"	22.222222
"g10082"	0.2934635
"g10084"	0
"g10085"	14.2857145
"g10086"	0
"g10087"	0
"g10088"	0
"g10089"	0.163221
"g1009"	0
"g10090"	0.803213
"g10091"	0
"g10093"	0
"g10094"	0
"g10095"	0
"g10096"	0
"g10097"	0
"g10098"	0
"g10099"	0
"g101"	20
"g1010"	0
"g10100"	0.852878
"g10101"	0.574713
"g10102"	0.4393755
"g10103"	0
"g10104"	0
"g10107"	0
"g1011"	0.5899755
"g10111"	16.666667
"g10112"	0
"g10113"	0
"g10114"	0
"g10115"	0
"g10116"	100
"g10117"	0
"g10118"	0.35503
"g10119"	0
"g1012"	0
"g10120"	0
"g10121"	0
"g10125"	7.692308
"g10126"	2.337662
"g10127"	0
"g10128"	0
"g10129"	20.1923075
"g1013"	0
"g10130"	0
"g10131"	0
"g10132"	0
"g10134"	0
"g10135"	0.248139
"g10137"	0
"g10138"	0
"g10139"	0
"g10140"	0
"g10142"	100
"g10145"	0
"g10148"	0.385475
"g10149"	0
"g10151"	0
"g10152"	0.475384
"g10154"	0.477707
"g10155"	0.1717775
"g1016"	0
"g10163"	0.6224065
"g10165"	0
"g1017"	0.1682285
"g10171"	0.864362
"g10172"	0
"g10173"	0
"g10176"	0.4385965
"g10177"	0
"g1018"	0
"g10180"	0.585652
"g10184"	0
"g10186"	1.1918845
"g10187"	3.514746
"g10189"	0.259541
"g1019"	3.5714285
"g10190"	0.574713
"g10191"	0.635593
"g10193"	1.016139
"g10194"	0
"g10195"	0
"g10196"	0
"g10197"	0
"g10199"	0
"g1020"	0
"g10200"	0
"g10201"	0
"g10202"	0
"g10203"	0
"g10204"	0
"g10205"	0
"g10206"	0
"g10207"	33.333333
"g10209"	0
"g1021"	0
"g10210"	0.735294
"g10211"	0
"g10212"	0
"g10213"	0
"g10214"	0
"g10219"	88.4615385
"g1022"	0
"g10220"	100
"g10226"	0
"g10228"	0
"g10229"	0.527009
"g1023"	0
"g10230"	0
"g10231"	88.8117285
"g10232"	0
"g10233"	0
"g10234"	0
"g10235"	0
"g10236"	0
"g10237"	0
"g10238"	0
"g10239"	0.846024
"g1024"	0
"g10241"	0.334448
"g10242"	0.246914
"g10246"	0
"g10247"	0
"g10248"	0
"g10250"	0
"g10253"	3.141361
"g10254"	0
"g10255"	0
"g10257"	0
"g10258"	0
"g1026"	0
"g10261"	0
"g10262"	9.239766
"g10263"	0
"g10264"	0.934579
"g10265"	1.010101
"g10266"	0
"g10267"	0
"g10268"	20.481928
"g1027"	0
"g10270"	0
"g10271"	0
"g10272"	0
"g10273"	0
"g10275"	1.652893
"g10277"	0
"g10282"	0
"g10283"	100
"g10286"	80
"g10288"	0
"g10289"	0
"g1029"	0
"g10290"	0
"g10291"	0
"g10293"	2.5
"g10294"	0
"g10295"	0
"g10296"	0
"g10298"	0.371747
"g10299"	0.519031
"g1030"	0
"g10302"	0
"g10304"	0
"g10305"	1.388889
"g10306"	0
"g10307"	0
"g10308"	100
"g10309"	0
"g1031"	0.511073
"g10318"	0.298507
"g10320"	83.333333
"g10322"	0
"g10325"	0
"g10327"	100
"g10328"	0
"g10329"	0.4846315
"g1033"	0
"g10330"	0
"g10331"	0
"g10332"	0
"g10333"	50
"g10334"	1.4470645
"g10335"	0.06993
"g1034"	0
"g10341"	0
"g10342"	0.200535
"g10349"	0
"g10350"	0.896861
"g10351"	100
"g10355"	0
"g10356"	0
"g10357"	0
"g10358"	54.545455
"g10359"	40
"g1036"	0.514139
"g10360"	4.5454545
"g10361"	0
"g10362"	0
"g10364"	1.119403
"g10365"	92.857143
"g10368"	0
"g10370"	0
"g10371"	0
"g10372"	0
"g10373"	0
"g10374"	0
"g10375"	1.123596
"g10376"	0
"g10377"	0
"g10383"	0
"g10384"	0
"g10385"	0
"g10389"	0
"g10394"	0
"g10397"	2.702703
"g10399"	0
"g1040"	0
"g10400"	0.1766785
"g10401"	0
"g10402"	0
"g10404"	0.0860585
"g1041"	0.4476055
"g10410"	0
"g10411"	0
"g10412"	0
"g10413"	0
"g10415"	0
"g10416"	0
"g10417"	0
"g1042"	0
"g10420"	0
"g10421"	0
"g10422"	0
"g10423"	0
"g10425"	0
"g10426"	0
"g10427"	0
"g10428"	0
"g10429"	0
"g10430"	0
"g10431"	0
"g10432"	0
"g10433"	0
"g10434"	0
"g10435"	0.486032
"g10436"	0
"g10437"	100
"g1044"	0
"g10442"	0
"g10443"	0.557621
"g10445"	0
"g10446"	0.990618
"g10447"	0.359712
"g10448"	0
"g10449"	0
"g10451"	0.478469
"g10452"	0.775194
"g10453"	0
"g10454"	0
"g10455"	0
"g10456"	0.597015
"g10457"	0
"g10458"	0
"g10459"	0.457869
"g10460"	0
"g10461"	2.439024
"g10462"	0
"g10464"	0
"g10465"	0
"g10466"	0
"g10467"	0
"g10468"	12.5
"g1047"	7.142857
"g10470"	100
"g10471"	14.285714
"g10472"	0
"g10473"	0.626959
"g10475"	0.917431
"g10479"	2.222222
"g1048"	0
"g10482"	0.615062
"g10483"	0
"g10484"	0
"g10485"	0
"g10486"	25.510204
"g10487"	84.8484845
"g10489"	0
"g10491"	0
"g10494"	4.104327
"g10495"	0.201613
"g10497"	100
"g10498"	0
"g105"	0.6578945
"g1050"	10
"g10502"	0.581395
"g10504"	0.388351
"g10505"	0
"g10506"	0.8645885
"g10507"	4.316547
"g10508"	0
"g1051"	0.366122
"g10510"	0
"g10513"	60
"g10514"	0
"g10515"	0
"g10516"	0.589391
"g10517"	0
"g10519"	0
"g10522"	33.333333
"g10526"	0.4024145
"g10527"	0
"g1053"	0
"g10530"	0
"g10531"	0.482473
"g10532"	0.0287025
"g10533"	0
"g10534"	0
"g10535"	0
"g10536"	0
"g10537"	0
"g10538"	0
"g10539"	0.644468
"g10540"	0
"g10541"	0
"g10544"	0
"g10548"	0
"g1055"	15.1855325
"g10553"	1.243339
"g10556"	0
"g10557"	0
"g10558"	0
"g10559"	0
"g1056"	0
"g10560"	0
"g10561"	0
"g10562"	0
"g10568"	0.8093115
"g1057"	0
"g10570"	0
"g10572"	0
"g10573"	0
"g10574"	0
"g10576"	0
"g10577"	0
"g10580"	0
"g10581"	0
"g10582"	0.2970045
"g10583"	0.8311325
"g10584"	0
"g10585"	0
"g10586"	0
"g1059"	0
"g10595"	1.695866
