totalLines	Meth	percentMeth	sparseMeth	percentSparseMeth	unMeth	percentUnMeth
1	1207609	176102	14.5827001951791	136671	11.3174876967628	894836	74.0998121080581
2	1244403	203311	16.3380351863504	130195	10.4624466511251	910897	73.1995181625245
3	2415036	420249	17.401355507744	259702	10.7535457028384	1735085	71.8450987894176
4	862191	105145	12.1950936625411	41866	4.85576861739452	715180	82.9491377200643
5	723933	77053	10.6436645380166	38032	5.2535248427686	608848	84.1028106192148
6	862091	98111	11.3805851122445	50116	5.81330741186255	713864	82.8061074758929
7	136153	34929	25.6542272296607	15666	11.5061732022063	85558	62.8395995681329
8	54275	14821	27.3072316904652	5755	10.6034085674804	33699	62.0893597420543
9	32717	8973	27.4261087508023	2942	8.99226701714705	20802	63.5816242320506
